,date,symbol,symbol_name,action,price,shares,commission,return
670,2023-11-01,511270,10年地方债ETF,buy,103.681,100.0,3.11043,
671,2023-11-01,518880,黄金ETF,buy,4.603,2500.0,3.45225,
672,2023-11-01,513100,纳指ETF,buy,1.069,8700.0,2.7900899999999997,
673,2023-11-01,513500,标普500ETF,buy,1.446,5200.0,2.2557599999999995,
674,2023-11-01,510880,红利ETF,buy,2.706,2200.0,1.7859599999999998,
675,2023-12-01,511270,10年地方债ETF,sell,104.459,,3.1337699999999997,0.007503785650215622
676,2023-12-01,518880,黄金ETF,sell,4.589,,3.4417500000000003,-0.0030414946773841727
677,2023-12-01,513100,纳指ETF,sell,1.148,,2.996279999999999,0.0739008419083255
678,2023-12-01,513500,标普500ETF,sell,1.539,,2.4008399999999996,0.06431535269709542
679,2023-12-01,510880,红利ETF,sell,2.729,,1.80114,0.008499630450850011
680,2023-12-01,511270,10年地方债ETF,buy,104.459,100.0,3.1337699999999997,
681,2023-12-01,518880,黄金ETF,buy,4.589,2500.0,3.4417500000000003,
682,2023-12-01,513100,纳指ETF,buy,1.148,8300.0,2.8585199999999995,
683,2023-12-01,513500,标普500ETF,buy,1.539,5000.0,2.3085,
684,2023-12-01,510880,红利ETF,buy,2.729,2200.0,1.80114,
685,2024-01-02,511270,10年地方债ETF,sell,104.978,,3.1493399999999996,0.004968456523612051
686,2024-01-02,518880,黄金ETF,sell,4.666,,3.4995000000000003,0.01677925473959467
687,2024-01-02,513100,纳指ETF,sell,1.21,,3.0128999999999997,0.05400696864111503
688,2024-01-02,513500,标普500ETF,sell,1.607,,2.4105,0.04418453541260563
689,2024-01-02,510880,红利ETF,sell,2.697,,1.78002,-0.011725906925613788
690,2024-01-02,511270,10年地方债ETF,buy,104.978,100.0,3.1493399999999996,
691,2024-01-02,518880,黄金ETF,buy,4.666,2500.0,3.4995000000000003,
692,2024-01-02,513100,纳指ETF,buy,1.21,8000.0,2.904,
693,2024-01-02,513500,标普500ETF,buy,1.607,4800.0,2.3140799999999997,
694,2024-01-02,510880,红利ETF,buy,2.697,2300.0,1.86093,
695,2024-02-01,511270,10年地方债ETF,sell,107.523,,3.2256899999999993,0.024243174760426013
696,2024-02-01,518880,黄金ETF,sell,4.668,,3.501,0.0004286326618087826
697,2024-02-01,513100,纳指ETF,sell,1.252,,3.0048,0.03471074380165293
698,2024-02-01,513500,标普500ETF,sell,1.66,,2.3903999999999996,0.03298070939639075
699,2024-02-01,510880,红利ETF,sell,2.762,,1.90578,0.024100852799406727
700,2024-02-01,511270,10年地方债ETF,buy,107.523,100.0,3.2256899999999993,
701,2024-02-01,518880,黄金ETF,buy,4.668,2600.0,3.64104,
702,2024-02-01,513100,纳指ETF,buy,1.252,7800.0,2.92968,
703,2024-02-01,513500,标普500ETF,buy,1.66,4700.0,2.3406,
704,2024-02-01,510880,红利ETF,buy,2.762,2200.0,1.8229199999999997,
705,2024-03-01,511270,10年地方债ETF,sell,108.328,,3.24984,0.007486770272406898
706,2024-03-01,518880,黄金ETF,sell,4.667,,3.640259999999999,-0.0002142245072837048
707,2024-03-01,513100,纳指ETF,sell,1.321,,3.0911399999999993,0.05511182108626194
708,2024-03-01,513500,标普500ETF,sell,1.781,,2.5112099999999993,0.07289156626506024
709,2024-03-01,510880,红利ETF,sell,2.965,,1.9568999999999999,0.07349746560463427
710,2024-03-01,511270,10年地方债ETF,buy,108.328,100.0,3.24984,
711,2024-03-01,518880,黄金ETF,buy,4.667,2600.0,3.640259999999999,
712,2024-03-01,513100,纳指ETF,buy,1.321,7600.0,3.0118799999999997,
713,2024-03-01,513500,标普500ETF,buy,1.781,4500.0,2.40435,
714,2024-03-01,510880,红利ETF,buy,2.965,2200.0,1.9568999999999999,
715,2024-04-01,511270,10年地方债ETF,sell,108.867,,3.26601,0.004975629569455741
716,2024-04-01,518880,黄金ETF,sell,5.155,,4.020899999999999,0.10456395971716316
717,2024-04-01,513100,纳指ETF,sell,1.344,,3.0643200000000004,0.0174110522331568
718,2024-04-01,513500,标普500ETF,sell,1.849,,2.4961499999999996,0.03818079730488493
719,2024-04-01,510880,红利ETF,sell,2.925,,1.9304999999999999,-0.013490725126475561
720,2024-04-01,511270,10年地方债ETF,buy,108.867,100.0,3.26601,
721,2024-04-01,518880,黄金ETF,buy,5.155,2500.0,3.8662499999999995,
722,2024-04-01,513100,纳指ETF,buy,1.344,7600.0,3.0643200000000004,
723,2024-04-01,513500,标普500ETF,buy,1.849,4400.0,2.4406799999999995,
724,2024-04-01,510880,红利ETF,buy,2.925,2200.0,1.9304999999999999,
725,2024-05-06,511270,10年地方债ETF,sell,109.467,,3.28401,0.005511311967813886
726,2024-05-06,518880,黄金ETF,sell,5.254,,3.9404999999999992,0.019204655674102677
727,2024-05-06,513100,纳指ETF,sell,1.302,,2.96856,-0.03125000000000003
728,2024-05-06,513500,标普500ETF,sell,1.759,,2.3218799999999997,-0.048674959437533846
729,2024-05-06,510880,红利ETF,sell,3.018,,1.9918799999999997,0.03179487179487179
730,2024-05-06,511270,10年地方债ETF,buy,109.467,100.0,3.28401,
731,2024-05-06,518880,黄金ETF,buy,5.254,2400.0,3.782879999999999,
732,2024-05-06,513100,纳指ETF,buy,1.302,7900.0,3.08574,
733,2024-05-06,513500,标普500ETF,buy,1.759,4600.0,2.4274199999999997,
734,2024-05-06,510880,红利ETF,buy,3.018,2100.0,1.9013399999999996,
735,2024-06-03,511270,10年地方债ETF,sell,109.966,,3.2989799999999994,0.0045584514054463465
736,2024-06-03,518880,黄金ETF,sell,5.296,,3.81312,0.007993909402360241
737,2024-06-03,513100,纳指ETF,sell,1.359,,3.22083,0.04377880184331792
738,2024-06-03,513500,标普500ETF,sell,1.835,,2.5322999999999998,0.0432063672541217
739,2024-06-03,510880,红利ETF,sell,3.1,,1.9529999999999998,0.027170311464546158
740,2024-06-03,511270,10年地方债ETF,buy,109.966,100.0,3.2989799999999994,
741,2024-06-03,518880,黄金ETF,buy,5.296,2400.0,3.81312,
742,2024-06-03,513100,纳指ETF,buy,1.359,7700.0,3.1392899999999995,
743,2024-06-03,513500,标普500ETF,buy,1.835,4500.0,2.4772499999999997,
744,2024-06-03,510880,红利ETF,buy,3.1,2100.0,1.9529999999999998,
745,2024-07-01,511270,10年地方债ETF,sell,110.807,,3.32421,0.00764781841660157
746,2024-07-01,518880,黄金ETF,sell,5.299,,3.8152799999999996,0.0005664652567976045
747,2024-07-01,513100,纳指ETF,sell,1.473,,3.40263,0.08388520971302436
748,2024-07-01,513500,标普500ETF,sell,1.967,,2.6554499999999996,0.07193460490463222
749,2024-07-01,510880,红利ETF,sell,3.127,,1.9700099999999998,0.00870967741935474
750,2024-07-01,511270,10年地方债ETF,buy,110.807,100.0,3.32421,
751,2024-07-01,518880,黄金ETF,buy,5.299,2500.0,3.97425,
752,2024-07-01,513100,纳指ETF,buy,1.473,7200.0,3.1816799999999996,
753,2024-07-01,513500,标普500ETF,buy,1.967,4300.0,2.53743,
754,2024-07-01,510880,红利ETF,buy,3.127,2200.0,2.0638199999999998,
755,2024-08-01,511270,10年地方债ETF,sell,112.45,,3.3734999999999995,0.014827583094930832
756,2024-08-01,518880,黄金ETF,sell,5.48,,4.11,0.03415738818645028
757,2024-08-01,513100,纳指ETF,sell,1.463,,3.16008,-0.006788866259334697
758,2024-08-01,513500,标普500ETF,sell,1.972,,2.5438799999999997,0.0025419420437213487
759,2024-08-01,510880,红利ETF,sell,2.954,,1.9496399999999998,-0.05532459226095286
760,2024-08-01,511270,10年地方债ETF,buy,112.45,100.0,3.3734999999999995,
761,2024-08-01,518880,黄金ETF,buy,5.48,2400.0,3.9456,
762,2024-08-01,513100,纳指ETF,buy,1.463,7300.0,3.20397,
763,2024-08-01,513500,标普500ETF,buy,1.972,4300.0,2.5438799999999997,
764,2024-08-01,510880,红利ETF,buy,2.954,2300.0,2.03826,
765,2024-09-02,511270,10年地方债ETF,sell,112.537,,3.3761099999999997,0.0007736771898621903
766,2024-09-02,518880,黄金ETF,sell,5.491,,3.9535199999999997,0.0020072992700728527
767,2024-09-02,513100,纳指ETF,sell,1.429,,3.12951,-0.023239917976760102
768,2024-09-02,513500,标普500ETF,sell,1.999,,2.57871,0.013691683569979785
769,2024-09-02,510880,红利ETF,sell,2.863,,1.9754699999999996,-0.03080568720379153
770,2024-09-02,511270,10年地方债ETF,buy,112.537,100.0,3.3761099999999997,
771,2024-09-02,518880,黄金ETF,buy,5.491,2400.0,3.9535199999999997,
772,2024-09-02,513100,纳指ETF,buy,1.429,7400.0,3.17238,
773,2024-09-02,513500,标普500ETF,buy,1.999,4200.0,2.51874,
774,2024-09-02,510880,红利ETF,buy,2.863,2300.0,1.9754699999999996,
775,2024-10-08,511270,10年地方债ETF,sell,111.694,,3.3508199999999997,-0.007490869669530941
776,2024-10-08,518880,黄金ETF,sell,5.714,,4.1140799999999995,0.0406119103988346
777,2024-10-08,513100,纳指ETF,sell,1.403,,3.1146599999999998,-0.018194541637508763
778,2024-10-08,513500,标普500ETF,sell,1.893,,2.38518,-0.05302651325662836
779,2024-10-08,510880,红利ETF,sell,3.262,,2.25078,0.1393643031784841
780,2024-10-08,511270,10年地方债ETF,buy,111.694,100.0,3.3508199999999997,
781,2024-10-08,518880,黄金ETF,buy,5.714,2300.0,3.94266,
782,2024-10-08,513100,纳指ETF,buy,1.403,7600.0,3.19884,
783,2024-10-08,513500,标普500ETF,buy,1.893,4500.0,2.5555499999999998,
784,2024-10-08,510880,红利ETF,buy,3.262,2100.0,2.0550599999999997,
785,2024-11-01,511270,10年地方债ETF,sell,112.728,,3.3818399999999995,0.009257435493401541
786,2024-11-01,518880,黄金ETF,sell,6.051,,4.17519,0.05897794889744482
787,2024-11-01,513100,纳指ETF,sell,1.442,,3.2877599999999996,0.02779757662152525
788,2024-11-01,513500,标普500ETF,sell,1.971,,2.66085,0.04120443740095091
789,2024-11-01,510880,红利ETF,sell,3.033,,1.91079,-0.07020232985898225
790,2024-11-01,511270,10年地方债ETF,buy,112.728,100.0,3.3818399999999995,
791,2024-11-01,518880,黄金ETF,buy,6.051,2200.0,3.9936599999999998,
792,2024-11-01,513100,纳指ETF,buy,1.442,7500.0,3.2444999999999995,
793,2024-11-01,513500,标普500ETF,buy,1.971,4400.0,2.60172,
794,2024-11-01,510880,红利ETF,buy,3.033,2300.0,2.09277,
795,2024-12-02,511270,10年地方债ETF,sell,114.227,,3.42681,0.01329749485487199
796,2024-12-02,518880,黄金ETF,sell,5.872,,3.8755199999999994,-0.029581887291356846
797,2024-12-02,513100,纳指ETF,sell,1.54,,3.465,0.06796116504854376
798,2024-12-02,513500,标普500ETF,sell,2.199,,2.9026799999999993,0.11567732115677308
799,2024-12-02,510880,红利ETF,sell,3.067,,2.11623,0.011210023079459364
800,2024-12-02,511270,10年地方债ETF,buy,114.227,100.0,3.42681,
801,2024-12-02,518880,黄金ETF,buy,5.872,2300.0,4.05168,
802,2024-12-02,513100,纳指ETF,buy,1.54,7200.0,3.3263999999999996,
803,2024-12-02,513500,标普500ETF,buy,2.199,4000.0,2.6388,
804,2024-12-02,510880,红利ETF,buy,3.067,2300.0,2.11623,
805,2025-01-02,511270,10年地方债ETF,sell,117.399,,3.5219699999999996,0.027769266460644128
806,2025-01-02,518880,黄金ETF,sell,5.977,,4.12413,0.01788147138964585
807,2025-01-02,513100,纳指ETF,sell,1.643,,3.5488799999999996,0.06688311688311686
808,2025-01-02,513500,标普500ETF,sell,2.183,,2.6195999999999997,-0.007276034561164172
809,2025-01-02,510880,红利ETF,sell,3.137,,2.16453,0.02282360612976845
810,2025-01-02,511270,10年地方债ETF,buy,117.399,100.0,3.5219699999999996,
811,2025-01-02,518880,黄金ETF,buy,5.977,2300.0,4.12413,
812,2025-01-02,513100,纳指ETF,buy,1.643,6900.0,3.40101,
813,2025-01-02,513500,标普500ETF,buy,2.183,4100.0,2.6850899999999998,
814,2025-01-02,510880,红利ETF,buy,3.137,2300.0,2.16453,
815,2025-02-05,511270,10年地方债ETF,sell,117.633,,3.5289899999999994,0.001993202667825064
816,2025-02-05,518880,黄金ETF,sell,6.439,,4.4429099999999995,0.07729630249288937
817,2025-02-05,513100,纳指ETF,sell,1.612,,3.33684,-0.018867924528301838
818,2025-02-05,513500,标普500ETF,sell,2.192,,2.69616,0.004122766834631398
819,2025-02-05,510880,红利ETF,sell,3.043,,2.09967,-0.029964934650940345
820,2025-02-05,511270,10年地方债ETF,buy,117.633,100.0,3.5289899999999994,
821,2025-02-05,518880,黄金ETF,buy,6.439,2200.0,4.249739999999999,
822,2025-02-05,513100,纳指ETF,buy,1.612,7000.0,3.3851999999999998,
823,2025-02-05,513500,标普500ETF,buy,2.192,4100.0,2.69616,
824,2025-02-05,510880,红利ETF,buy,3.043,2400.0,2.19096,
825,2025-03-03,511270,10年地方债ETF,sell,116.344,,3.4903199999999996,-0.010957809458230272
826,2025-03-03,518880,黄金ETF,sell,6.451,,4.25766,0.001863643422891686
827,2025-03-03,513100,纳指ETF,sell,1.542,,3.2381999999999995,-0.04342431761786604
828,2025-03-03,513500,标普500ETF,sell,2.07,,2.5460999999999996,-0.05565693430656949
829,2025-03-03,510880,红利ETF,sell,2.997,,2.1578399999999998,-0.015116661189615598
830,2025-03-03,511270,10年地方债ETF,buy,116.344,100.0,3.4903199999999996,
831,2025-03-03,518880,黄金ETF,buy,6.451,2100.0,4.06413,
832,2025-03-03,513100,纳指ETF,buy,1.542,7300.0,3.3769799999999996,
833,2025-03-03,513500,标普500ETF,buy,2.07,4300.0,2.6702999999999997,
834,2025-03-03,510880,红利ETF,buy,2.997,2400.0,2.1578399999999998,
835,2025-04-01,511270,10年地方债ETF,sell,115.415,,3.4624499999999996,-0.007984941208828885
836,2025-04-01,518880,黄金ETF,sell,7.056,,4.4452799999999995,0.09378390947139985
837,2025-04-01,513100,纳指ETF,sell,1.436,,3.1448399999999994,-0.06874189364461744
838,2025-04-01,513500,标普500ETF,sell,1.937,,2.4987299999999997,-0.0642512077294685
839,2025-04-01,510880,红利ETF,sell,3.097,,2.22984,0.03336670003336673
840,2025-04-01,511270,10年地方债ETF,buy,115.415,100.0,3.4624499999999996,
841,2025-04-01,518880,黄金ETF,buy,7.056,1900.0,4.02192,
842,2025-04-01,513100,纳指ETF,buy,1.436,7900.0,3.4033199999999995,
843,2025-04-01,513500,标普500ETF,buy,1.937,4600.0,2.67306,
844,2025-04-01,510880,红利ETF,buy,3.097,2300.0,2.13693,
845,2025-05-06,511270,10年地方债ETF,sell,117.421,,3.52263,0.017380756400814452
846,2025-05-06,518880,黄金ETF,sell,7.612,,4.33884,0.07879818594104308
847,2025-05-06,513100,纳指ETF,sell,1.457,,3.45309,0.014623955431754966
848,2025-05-06,513500,标普500ETF,sell,1.918,,2.6468399999999996,-0.009808982963345446
849,2025-05-06,510880,红利ETF,sell,3.03,,2.0907,-0.02163383919922511
850,2025-05-06,511270,10年地方债ETF,buy,117.421,100.0,3.52263,
851,2025-05-06,518880,黄金ETF,buy,7.612,1800.0,4.11048,
852,2025-05-06,513100,纳指ETF,buy,1.457,7800.0,3.4093799999999996,
853,2025-05-06,513500,标普500ETF,buy,1.918,4800.0,2.7619199999999995,
854,2025-05-06,510880,红利ETF,buy,3.03,2400.0,2.1815999999999995,
855,2025-06-03,511270,10年地方债ETF,sell,117.462,,3.52386,0.0003491709319457066
856,2025-06-03,518880,黄金ETF,sell,7.478,,4.038119999999999,-0.0176037834997373
857,2025-06-03,513100,纳指ETF,sell,1.562,,3.65508,0.07206588881262867
858,2025-06-03,513500,标普500ETF,sell,2.01,,2.894399999999999,0.047966631908237675
859,2025-06-03,510880,红利ETF,sell,3.134,,2.25648,0.03432343234323436
860,2025-06-03,511270,10年地方债ETF,buy,117.462,100.0,3.52386,
861,2025-06-03,518880,黄金ETF,buy,7.478,1900.0,4.262459999999999,
862,2025-06-03,513100,纳指ETF,buy,1.562,7400.0,3.46764,
863,2025-06-03,513500,标普500ETF,buy,2.01,4600.0,2.773799999999999,
864,2025-06-03,510880,红利ETF,buy,3.134,2300.0,2.16246,
865,2025-07-01,511270,10年地方债ETF,sell,118.24,,3.5471999999999997,0.006623418637516742
866,2025-07-01,518880,黄金ETF,sell,7.397,,4.21629,-0.010831773201390681
867,2025-07-01,513100,纳指ETF,sell,1.622,,3.60084,0.038412291933418725
868,2025-07-01,513500,标普500ETF,sell,2.096,,2.89248,0.04278606965174145
869,2025-07-01,510880,红利ETF,sell,3.175,,2.19075,0.013082322910019121
870,2025-07-01,511270,10年地方债ETF,buy,118.24,100.0,3.5471999999999997,
871,2025-07-01,518880,黄金ETF,buy,7.397,1900.0,4.21629,
872,2025-07-01,513100,纳指ETF,buy,1.622,7200.0,3.50352,
873,2025-07-01,513500,标普500ETF,buy,2.096,4500.0,2.8295999999999997,
874,2025-07-01,510880,红利ETF,buy,3.175,2300.0,2.19075,
875,2025-08-01,511270,10年地方债ETF,sell,118.101,,3.54303,-0.0011755751014884625
876,2025-08-01,518880,黄金ETF,sell,7.352,,4.19064,-0.006083547384074615
877,2025-08-01,513100,纳指ETF,sell,1.671,,3.60936,0.030209617755856923
878,2025-08-01,513500,标普500ETF,sell,2.172,,2.9322,0.03625954198473286
879,2025-08-01,510880,红利ETF,sell,3.208,,2.21352,0.01039370078740169
880,2025-08-01,511270,10年地方债ETF,buy,118.101,100.0,3.54303,
881,2025-08-01,518880,黄金ETF,buy,7.352,2000.0,4.4112,
882,2025-08-01,513100,纳指ETF,buy,1.671,7000.0,3.5090999999999997,
883,2025-08-01,513500,标普500ETF,buy,2.172,4300.0,2.8018799999999997,
884,2025-08-01,510880,红利ETF,buy,3.208,2300.0,2.21352,
